Lieu	N° région, département	Série	Unité	2006	2007	2008
TERRITOIRE-DE-BELFORT	90	ES17Moyenne du revenu disponible des ménages	Euros	31444.0	31991.0	33208.0
TERRITOIRE-DE-BELFORT	90	ES17Médiane du revenu disponible des ménages	Euros	26576.0	27097.0	27937.0
TERRITOIRE-DE-BELFORT	90	ES17Premier décile du revenu disponible des ménages	Euros	12395.0	12771.0	13100.0
TERRITOIRE-DE-BELFORT	90	ES17Neuvième décile du revenu disponible des ménages	Euros	54375.0	55464.0	57571.0
TERRITOIRE-DE-BELFORT	90	ES17Moyenne du niveau de vie des individus	Euros	19873.0	20351.0	21289.0
TERRITOIRE-DE-BELFORT	90	ES17Médiane du niveau de vie des individus	Euros	17554.0	18132.0	18946.0
TERRITOIRE-DE-BELFORT	90	ES17Premier décile du niveau de vie des individus	Euros	9843.0	10022.0	10540.0
TERRITOIRE-DE-BELFORT	90	ES17Neuvième décile du niveau de vie des individus	Euros	30971.0	31744.0	33269.0
TERRITOIRE-DE-BELFORT	90	ES17Taux de pauvreté à 60%	%	12.8	13.3	12.9
TERRITOIRE-DE-BELFORT	90	ES17Taux de pauvreté à 50%	%	6.9	7.0	7.1
TERRITOIRE-DE-BELFORT	90	ES17Taux de pauvreté à 40%	%	2.4	2.5	2.8
VAL-D OISE	95	ES17Moyenne du revenu disponible des ménages	Euros	37115.0	37875.0	39471.0
VAL-D OISE	95	ES17Médiane du revenu disponible des ménages	Euros	32066.0	32642.0	33930.0
VAL-D OISE	95	ES17Premier décile du revenu disponible des ménages	Euros	14453.0	14892.0	15276.0
VAL-D OISE	95	ES17Neuvième décile du revenu disponible des ménages	Euros	64218.0	64970.0	68078.0
VAL-D OISE	95	ES17Moyenne du niveau de vie des individus	Euros	21309.0	21859.0	22848.0
VAL-D OISE	95	ES17Médiane du niveau de vie des individus	Euros	18905.0	19423.0	20188.0
VAL-D OISE	95	ES17Premier décile du niveau de vie des individus	Euros	9951.0	10238.0	10722.0
VAL-D OISE	95	ES17Neuvième décile du niveau de vie des individus	Euros	34274.0	34880.0	36693.0
VAL-D OISE	95	ES17Taux de pauvreté à 60%	%	12.2	12.4	12.2
VAL-D OISE	95	ES17Taux de pauvreté à 50%	%	6.5	6.6	6.8
VAL-D OISE	95	ES17Taux de pauvreté à 40%	%	2.4	2.5	2.7
VAL-DE-MARNE	94	ES17Moyenne du revenu disponible des ménages	Euros	36344.0	37284.0	38840.0
VAL-DE-MARNE	94	ES17Médiane du revenu disponible des ménages	Euros	29516.0	30220.0	31272.0
VAL-DE-MARNE	94	ES17Premier décile du revenu disponible des ménages	Euros	13620.0	14079.0	14392.0
VAL-DE-MARNE	94	ES17Neuvième décile du revenu disponible des ménages	Euros	65494.0	66488.0	69770.0
VAL-DE-MARNE	94	ES17Moyenne du niveau de vie des individus	Euros	22705.0	23348.0	24406.0
VAL-DE-MARNE	94	ES17Médiane du niveau de vie des individus	Euros	19374.0	19922.0	20616.0
VAL-DE-MARNE	94	ES17Premier décile du niveau de vie des individus	Euros	9937.0	10220.0	10675.0
VAL-DE-MARNE	94	ES17Neuvième décile du niveau de vie des individus	Euros	37972.0	38891.0	40783.0
VAL-DE-MARNE	94	ES17Taux de pauvreté à 60%	%	12.1	12.3	12.3
VAL-DE-MARNE	94	ES17Taux de pauvreté à 50%	%	6.8	6.9	7.0
VAL-DE-MARNE	94	ES17Taux de pauvreté à 40%	%	2.6	2.6	2.9
VAR	83	ES17Moyenne du revenu disponible des ménages	Euros	31522.0	32244.0	33592.0
VAR	83	ES17Médiane du revenu disponible des ménages	Euros	26329.0	27034.0	27792.0
VAR	83	ES17Premier décile du revenu disponible des ménages	Euros	11607.0	12125.0	12317.0
VAR	83	ES17Neuvième décile du revenu disponible des ménages	Euros	55427.0	56287.0	58738.0
VAR	83	ES17Moyenne du niveau de vie des individus	Euros	20218.0	20777.0	21841.0
VAR	83	ES17Médiane du niveau de vie des individus	Euros	17445.0	18040.0	18849.0
VAR	83	ES17Premier décile du niveau de vie des individus	Euros	9398.0	9702.0	10236.0
VAR	83	ES17Neuvième décile du niveau de vie des individus	Euros	32699.0	33377.0	35024.0
VAR	83	ES17Taux de pauvreté à 60%	%	14.2	14.4	14.1
VAR	83	ES17Taux de pauvreté à 50%	%	8.3	8.1	8.0
VAR	83	ES17Taux de pauvreté à 40%	%	3.8	3.5	3.5
VAUCLUSE	84	ES17Moyenne du revenu disponible des ménages	Euros	30231.0	30903.0	32201.0
VAUCLUSE	84	ES17Médiane du revenu disponible des ménages	Euros	25297.0	25958.0	26771.0
VAUCLUSE	84	ES17Premier décile du revenu disponible des ménages	Euros	11251.0	11687.0	11927.0
VAUCLUSE	84	ES17Neuvième décile du revenu disponible des ménages	Euros	53327.0	54133.0	56270.0
VAUCLUSE	84	ES17Moyenne du niveau de vie des individus	Euros	18727.0	19231.0	20271.0
VAUCLUSE	84	ES17Médiane du niveau de vie des individus	Euros	16219.0	16698.0	17667.0
VAUCLUSE	84	ES17Premier décile du niveau de vie des individus	Euros	8640.0	8966.0	9431.0
VAUCLUSE	84	ES17Neuvième décile du niveau de vie des individus	Euros	30301.0	30955.0	32380.0
VAUCLUSE	84	ES17Taux de pauvreté à 60%	%	18.1	18.4	17.6
VAUCLUSE	84	ES17Taux de pauvreté à 50%	%	10.5	10.4	10.2
VAUCLUSE	84	ES17Taux de pauvreté à 40%	%	4.7	4.4	4.4
VENDEE	85	ES17Moyenne du revenu disponible des ménages	Euros	30896.0	31522.0	32826.0
VENDEE	85	ES17Médiane du revenu disponible des ménages	Euros	27084.0	27722.0	28625.0
VENDEE	85	ES17Premier décile du revenu disponible des ménages	Euros	12491.0	12953.0	13418.0
VENDEE	85	ES17Neuvième décile du revenu disponible des ménages	Euros	51334.0	51968.0	54010.0
VENDEE	85	ES17Moyenne du niveau de vie des individus	Euros	19243.0	19749.0	20753.0
VENDEE	85	ES17Médiane du niveau de vie des individus	Euros	16946.0	17478.0	18423.0
VENDEE	85	ES17Premier décile du niveau de vie des individus	Euros	10406.0	10658.0	11305.0
VENDEE	85	ES17Neuvième décile du niveau de vie des individus	Euros	28995.0	29597.0	30723.0
VENDEE	85	ES17Taux de pauvreté à 60%	%	10.6	11.0	10.3
VENDEE	85	ES17Taux de pauvreté à 50%	%	4.7	4.9	4.8
VENDEE	85	ES17Taux de pauvreté à 40%	%	1.9	1.9	1.8
VIENNE	86	ES17Moyenne du revenu disponible des ménages	Euros	30157.0	30712.0	32015.0
VIENNE	86	ES17Médiane du revenu disponible des ménages	Euros	25663.0	26393.0	27089.0
VIENNE	86	ES17Premier décile du revenu disponible des ménages	Euros	11177.0	11756.0	12022.0
VIENNE	86	ES17Neuvième décile du revenu disponible des ménages	Euros	52503.0	53242.0	55191.0
VIENNE	86	ES17Moyenne du niveau de vie des individus	Euros	19488.0	19887.0	20926.0
VIENNE	86	ES17Médiane du niveau de vie des individus	Euros	17110.0	17647.0	18506.0
VIENNE	86	ES17Premier décile du niveau de vie des individus	Euros	9778.0	10017.0	10528.0
VIENNE	86	ES17Neuvième décile du niveau de vie des individus	Euros	30650.0	31238.0	32434.0
VIENNE	86	ES17Taux de pauvreté à 60%	%	13.1	13.5	13.1
VIENNE	86	ES17Taux de pauvreté à 50%	%	6.8	6.9	6.9
VIENNE	86	ES17Taux de pauvreté à 40%	%	2.7	2.5	2.6
VOSGES	88	ES17Moyenne du revenu disponible des ménages	Euros	29699.0	30215.0	31194.0
VOSGES	88	ES17Médiane du revenu disponible des ménages	Euros	25317.0	25784.0	26334.0
VOSGES	88	ES17Premier décile du revenu disponible des ménages	Euros	11896.0	12304.0	12464.0
VOSGES	88	ES17Neuvième décile du revenu disponible des ménages	Euros	50721.0	51338.0	53069.0
VOSGES	88	ES17Moyenne du niveau de vie des individus	Euros	18766.0	19187.0	20042.0
VOSGES	88	ES17Médiane du niveau de vie des individus	Euros	16533.0	16957.0	17765.0
VOSGES	88	ES17Premier décile du niveau de vie des individus	Euros	9741.0	9934.0	10386.0
VOSGES	88	ES17Neuvième décile du niveau de vie des individus	Euros	28820.0	29438.0	30351.0
VOSGES	88	ES17Taux de pauvreté à 60%	%	13.5	14.1	13.7
VOSGES	88	ES17Taux de pauvreté à 50%	%	6.8	7.2	7.3
VOSGES	88	ES17Taux de pauvreté à 40%	%	2.6	2.6	2.7
YONNE	89	ES17Moyenne du revenu disponible des ménages	Euros	30697.0	31364.0	32630.0
YONNE	89	ES17Médiane du revenu disponible des ménages	Euros	26510.0	27143.0	27917.0
YONNE	89	ES17Premier décile du revenu disponible des ménages	Euros	12374.0	12840.0	13109.0
YONNE	89	ES17Neuvième décile du revenu disponible des ménages	Euros	51938.0	52614.0	54969.0
YONNE	89	ES17Moyenne du niveau de vie des individus	Euros	19503.0	19999.0	20982.0
YONNE	89	ES17Médiane du niveau de vie des individus	Euros	17113.0	17654.0	18523.0
YONNE	89	ES17Premier décile du niveau de vie des individus	Euros	9986.0	10221.0	10723.0
YONNE	89	ES17Neuvième décile du niveau de vie des individus	Euros	30307.0	30839.0	32237.0
YONNE	89	ES17Taux de pauvreté à 60%	%	12.4	12.7	12.3
YONNE	89	ES17Taux de pauvreté à 50%	%	6.2	6.3	6.4
YONNE	89	ES17Taux de pauvreté à 40%	%	2.5	2.4	2.5
YVELINES	78	ES17Moyenne du revenu disponible des ménages	Euros	43813.0	44906.0	47140.0
YVELINES	78	ES17Médiane du revenu disponible des ménages	Euros	35967.0	36651.0	38108.0
YVELINES	78	ES17Premier décile du revenu disponible des ménages	Euros	15277.0	15833.0	16074.0
YVELINES	78	ES17Neuvième décile du revenu disponible des ménages	Euros	78336.0	79809.0	84187.0
YVELINES	78	ES17Moyenne du niveau de vie des individus	Euros	26148.0	26999.0	28412.0
YVELINES	78	ES17Médiane du niveau de vie des individus	Euros	22182.0	22919.0	23772.0
YVELINES	78	ES17Premier décile du niveau de vie des individus	Euros	11678.0	11974.0	12488.0
YVELINES	78	ES17Neuvième décile du niveau de vie des individus	Euros	43254.0	44439.0	46895.0
YVELINES	78	ES17Taux de pauvreté à 60%	%	7.2	7.3	7.3
YVELINES	78	ES17Taux de pauvreté à 50%	%	3.7	3.7	3.9
YVELINES	78	ES17Taux de pauvreté à 40%	%	1.5	1.5	1.6
Producteur : INSEE (Institut National de la Statistique et des Etudes Economiques).
Source : Revenus disponibles localisés (Dispositif RDL/Insee).
